"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2085,63.110457493622,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2090,65.8493388351053,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2095,68.4991734638443,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","copper",2100,71.1580925420952,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",1975,0.009775007051513,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",1990,0.012369999039029,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2005,0.020300003066177,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2010,0.024400000575048,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2015,0.032199990491484,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2021,0.10688003872354,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2025,0.187109673887597,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2030,0.309087694102229,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2035,0.471804438651737,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2040,0.677413739303733,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2045,0.86394552915449,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2050,0.976074376090474,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2055,1.07242071627116,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2060,1.18251775795843,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2065,1.25037061103888,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2070,1.33007025418487,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2075,1.41059884958532,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2080,1.49993123227754,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2085,1.59164041257073,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2090,1.69258297778234,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2095,1.80047102508302,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","lithium",2100,1.91293101173731,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",1975,0.670705569055022,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",1990,0.97400043069754,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2005,1.45999896397657,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2010,1.70999939634809,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2015,2.10987617093723,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2021,2.73539608279896,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2025,2.83514155923932,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2030,3.24680798697588,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2035,3.68375340630827,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2040,4.39313043178279,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2045,5.19308181290122,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2050,5.85199347627368,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2055,6.26289785202899,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2060,6.77756253655283,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2065,7.18580583662751,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2070,7.6070474152615,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2075,7.99762572229575,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2080,8.44408379536902,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2085,8.80001490933534,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2090,9.22266024794373,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2095,9.65102269709149,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_SS_shortLT_highDemand","nickel",2100,10.049218743754,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",1975,20.018014268371,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",1990,9.32972113681658,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2005,14.9585702290667,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2010,16.0922717462195,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2015,19.2826897038173,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2021,21.6903007206488,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2025,23.2732242370056,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2030,27.1838639056754,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2035,30.6350097421189,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2040,33.8878616082722,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2045,35.8318069242395,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2050,37.8255790904384,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2055,39.8344013388733,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2060,41.7572562034722,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2065,42.3194632382852,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2070,42.3581089690769,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2075,41.7605569588821,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2080,39.9836497849646,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2085,37.2517461517412,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2090,33.9196924126629,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2095,30.0757826134415,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","copper",2100,8.09501719632155,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",1975,0.009775007051513,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",1990,0.012369999039029,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2005,0.020300003066177,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2010,0.024400000575048,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2015,0.032199990491484,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2021,0.10688003872354,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2025,0.191653014526971,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2030,0.314400771696103,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2035,0.476575216048317,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2040,0.670201729409223,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2045,0.788032802176548,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2050,0.861562757569246,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2055,0.941553189023201,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2060,1.00909438856711,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2065,1.02721594145249,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2070,1.03495916362205,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2075,1.01963477203387,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2080,0.972727648645036,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2085,0.878504745047877,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2090,0.770874984719929,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2095,0.658624489312097,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","lithium",2100,0.435565393004444,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",1975,0.670705569055022,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",1990,0.97400043069754,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2005,1.45999896397657,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2010,1.70999939634809,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2015,2.10987617093723,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2021,2.73539608279896,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2025,2.87552672468889,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2030,3.26907291091011,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2035,3.61975145057336,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2040,4.03419111182766,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2045,4.41789360439869,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2050,4.83063417730868,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2055,5.23640985235717,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2060,5.58396016748406,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2065,5.82017598623775,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2070,5.91605904184455,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2075,5.75462193370564,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2080,5.44380873754643,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2085,5.07400581518824,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2090,4.67047318348805,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2095,4.2242009472807,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_highDemand","nickel",2100,6.51682662778458,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",1975,20.018014268371,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",1990,9.32972113681658,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2005,14.9585702290667,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2010,16.0922717462195,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2015,19.2826897038173,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2021,21.6903007206488,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2025,23.1873578265633,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2030,27.0975477970683,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2035,30.8013144113529,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2040,34.6883076414555,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2045,37.6863231306351,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2050,39.8030879326622,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2055,41.4593732163017,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2060,43.7962228259252,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2065,45.2942346039776,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2070,44.2390860793608,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2075,42.9551025204632,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2080,40.5963331170678,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2085,37.8670869169464,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2090,34.4333500997348,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2095,30.2382642706837,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","copper",2100,25.9696936203947,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",1975,0.009775007051513,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",1990,0.012369999039029,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2005,0.020300003066177,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2010,0.024400000575048,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2015,0.032199990491484,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2021,0.10688003872354,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2025,0.187109673887597,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2030,0.309025319551767,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2035,0.470471496583566,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2040,0.666707392560969,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2045,0.805843602145106,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2050,0.883808292916105,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2055,0.956352241354123,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2060,1.02811436475794,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2065,1.05562279852993,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2070,1.04562705685667,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2075,1.02196323343211,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2080,0.972279209873422,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2085,0.8807212610683,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2090,0.770225685903248,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2095,0.651457315702002,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","lithium",2100,0.53210841288219,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",1975,0.670705569055022,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",1990,0.97400043069754,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2005,1.45999896397657,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2010,1.70999939634809,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2015,2.10987617093723,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2021,2.73539608279896,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2025,2.83514155923932,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2030,3.24422213470308,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2035,3.63708053951424,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2040,4.13500571437849,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2045,4.60897898340291,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2050,5.02618054853651,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2055,5.32313899033239,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2060,5.63554674427744,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2065,5.80246462454934,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2070,5.84957837501307,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2075,5.83744032716854,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2080,5.73748357556461,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2085,5.27196006417109,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2090,4.77108885269636,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2095,4.22694934243007,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"03192026_His_constrSupply_shortLT_highDemand","nickel",2100,3.68345308070205,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
