"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2015,2.10987617093723,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2021,2.73539608279896,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2025,2.76895767479125,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2030,3.24451782463959,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2035,3.61156052203985,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2040,4.01359030670961,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2045,4.42098495713096,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2050,4.7907841374788,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2055,5.04232161034652,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2060,5.28619331569973,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2065,5.4633325202194,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2070,5.54420667201528,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2075,5.52891500715511,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2080,5.45933432588986,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2085,5.29728409613112,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2090,4.82063481898726,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2095,4.31321716477279,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_BR_shortLT_noTC","nickel",2100,3.81185220621068,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",1975,20.018014268371,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",1990,9.32972113681658,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2005,14.9585702290667,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2010,16.0922717462195,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2015,19.2826897038173,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2021,21.6903007206488,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2025,22.8442728311655,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2030,26.6475184880951,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2035,29.701572786216,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2040,32.1215876372484,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2045,34.9032287835752,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2050,36.8549645127908,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2055,39.0496580618476,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2060,42.0245280661882,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2065,44.6574626006493,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2070,47.4229897028096,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2075,49.9554496169238,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2080,52.536658360843,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2085,54.6902853562062,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2090,56.9284983965375,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2095,58.9662078986388,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","copper",2100,60.9964460540476,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",1975,0.009775007051513,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",1990,0.012369999039029,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2005,0.020300003066177,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2010,0.024400000575048,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2015,0.032199990491484,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2021,0.10688003872354,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2025,0.149515122797848,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2030,0.290710850482052,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2035,0.423114021054056,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2040,0.483574270034351,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2045,0.567571358765744,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2050,0.606605452714808,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2055,0.654128568250581,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2060,0.713975399589671,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2065,0.753475910828961,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2070,0.805293628007057,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2075,0.857571361449883,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2080,0.915492444749631,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2085,0.97528246530614,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2090,1.02756979088547,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2095,1.06408387601568,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","lithium",2100,1.0982748214186,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",1975,0.670705569055022,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",1990,0.97400043069754,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2005,1.45999896397657,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2010,1.70999939634809,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2015,2.10987617093723,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2021,2.73539608279896,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2025,2.76277255450002,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2030,3.19520036212408,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2035,3.4809067747001,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2040,3.76685681903667,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2045,4.19594782887421,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2050,4.70690098621178,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2055,5.0943820784845,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2060,5.4927034321452,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2065,5.82212424685732,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2070,6.15586098803174,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2075,6.47110120249502,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2080,6.83140147004679,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2085,7.1213092038455,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2090,7.44061407075485,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2095,7.72974267049469,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_noTC","nickel",2100,7.98476250976528,"Average lead times","Steady-state constrained supply","Average lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",1975,20.018014268371,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",1990,9.32972113681658,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2005,14.9585702290667,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2010,16.0922717462195,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2015,19.2826897038173,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2021,21.6903007206488,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2025,22.8552400265136,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2030,26.800300053509,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2035,30.5228544989371,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2040,34.1163202411186,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2045,36.4140296626652,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2050,37.5882326657393,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2055,39.54485764391,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2060,42.4283307450516,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2065,45.0083095805008,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2070,47.7772102490169,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2075,50.2124516724268,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2080,52.7482414735874,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2085,54.8962911021688,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2090,57.1132553796944,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2095,59.1268250827686,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2100,61.1333004890265,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",1975,0.009775007051513,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",1990,0.012369999039029,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2005,0.020300003066177,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2010,0.024400000575048,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2015,0.032199990491484,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2021,0.10688003872354,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2025,0.149808942692967,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2030,0.292479400372631,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2035,0.433979105360804,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2040,0.514201336791816,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2045,0.596698103948851,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2050,0.625903770659337,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2055,0.669747548117337,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2060,0.726501216229422,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2065,0.762814607048173,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2070,0.813551955772892,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2075,0.864927850921006,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2080,0.922583919383657,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2085,0.982214990884518,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2090,1.03508134044022,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2095,1.07015232708371,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2100,1.10339091016845,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",1975,0.670705569055022,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",1990,0.97400043069754,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2005,1.45999896397657,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2010,1.70999939634809,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2015,2.10987617093723,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2021,2.73539608279896,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2025,2.76535340385307,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2030,3.23787924234998,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2035,3.64049535834782,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2040,4.20088487217645,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2045,4.66880454385303,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2050,5.01566206871091,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2055,5.26207135453498,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2060,5.61209378853205,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2065,5.91677467750236,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2070,6.25868493848817,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2075,6.56824015828752,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2080,6.92278247726588,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2085,7.19922108209001,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2090,7.50175297514043,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2095,7.76971449155098,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2100,8.01242428203454,"Short lead times","Steady-state constrained supply","Short lead times Steady-state constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",1975,20.018014268371,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",1990,9.32972113681658,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2005,14.9585702290667,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2010,16.0922717462195,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2015,19.2826897038173,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2021,21.6903007206488,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2025,22.8442758653225,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2030,26.6449904329056,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2035,29.6175555285133,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2040,31.6865998086524,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2045,33.4538592586284,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2050,34.7269692134654,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2055,36.2859728816596,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2060,38.4481571227671,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2065,40.2397812517123,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2070,41.0232430532331,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2075,40.883488847481,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2080,39.6105060289426,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2085,37.4193962165379,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2090,34.9334072156467,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
