"","Units","scenario","resource","year","value","supply_factor","demand_factor","lead_times","supply_lead_combined"
"274","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2025,0.76512379575,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"275","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2030,2.23556323725,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"276","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2035,4.4138191166,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"277","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2040,7.007877482575,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"278","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2045,10.016843230975,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"279","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2050,13.220311643275,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"280","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2055,16.648151917775,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"281","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2060,20.369071533125,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"282","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2065,24.30427828255,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"283","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2070,28.45289343795,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"284","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2075,32.8419274642,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"285","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2080,37.5071739867,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"286","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2085,42.49186465415,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"287","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2090,47.782064390625,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"288","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2095,53.292831248575,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"289","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2100,59.001872940205,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"290","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2021,0,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"291","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2025,14.963114055,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"292","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2030,31.460931557,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"293","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2035,49.804518262,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"294","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2040,71.13162496925,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"295","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2045,95.1765471235,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"296","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2050,120.94304320095,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"297","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2055,147.854003050875,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"298","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2060,176.304696832825,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"299","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2065,206.43195410645,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"300","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2070,238.470358186125,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"301","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2075,272.188218589575,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"302","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2080,307.620115963075,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"303","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2085,344.38405638065,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"304","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2090,382.6038787173,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"305","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2095,422.5357373132,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"306","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","nickel",2100,464.0442948935,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"307","Mt","01272026_His_constrSupply_EnR_noTC","copper",2021,0,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"308","Mt","01272026_His_constrSupply_EnR_noTC","copper",2025,116.610950672,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"309","Mt","01272026_His_constrSupply_EnR_noTC","copper",2030,252.61246816975,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"310","Mt","01272026_His_constrSupply_EnR_noTC","copper",2035,404.7200701725,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"311","Mt","01272026_His_constrSupply_EnR_noTC","copper",2040,567.62829396425,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"312","Mt","01272026_His_constrSupply_EnR_noTC","copper",2045,740.06421751025,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"313","Mt","01272026_His_constrSupply_EnR_noTC","copper",2050,919.434347668,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"314","Mt","01272026_His_constrSupply_EnR_noTC","copper",2055,1105.65361014875,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"315","Mt","01272026_His_constrSupply_EnR_noTC","copper",2060,1302.304051742,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"316","Mt","01272026_His_constrSupply_EnR_noTC","copper",2065,1508.08931464305,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"317","Mt","01272026_His_constrSupply_EnR_noTC","copper",2070,1717.8495019275,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"318","Mt","01272026_His_constrSupply_EnR_noTC","copper",2075,1927.20799774937,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"319","Mt","01272026_His_constrSupply_EnR_noTC","copper",2080,2131.67998322797,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"320","Mt","01272026_His_constrSupply_EnR_noTC","copper",2085,2326.44918907737,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"321","Mt","01272026_His_constrSupply_EnR_noTC","copper",2090,2509.38905416045,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"322","Mt","01272026_His_constrSupply_EnR_noTC","copper",2095,2676.50004849109,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"323","Mt","01272026_His_constrSupply_EnR_noTC","copper",2100,2828.67604547644,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"324","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2021,0,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"325","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2025,0.7634240515,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"326","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2030,2.22503540125,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"327","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2035,4.34304758525,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"328","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2040,6.742452995825,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"329","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2045,9.5014824375,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"330","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2050,12.450035697175,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"331","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2055,15.5902023299,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"332","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2060,18.963514845775,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"333","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2065,22.4713057504,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"334","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2070,26.0697272145875,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"335","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2075,29.7256460546597,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"336","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2080,33.3498539176846,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"337","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2085,36.8347373799068,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"338","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2090,40.110532765898,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"339","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2095,42.9647421787423,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"340","Mt","01272026_His_constrSupply_EnR_noTC","lithium",2100,45.7439228070108,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"341","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2021,0,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"342","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2025,14.9501623225,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"343","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2030,31.23092024325,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"344","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2035,48.7185537705,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"345","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2040,67.325882607365,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"346","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2045,87.57750661721,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"347","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2050,109.30671613037,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"348","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2055,132.438555503348,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"349","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2060,156.85311344629,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"350","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2065,182.288154153767,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"351","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2070,208.59077873883,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"352","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2075,235.45778110263,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"353","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2080,262.583300237298,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"354","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2085,289.288981851885,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"355","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2090,314.395093931355,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"356","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2095,328.343070126725,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"357","Mt","01272026_His_constrSupply_EnR_noTC","nickel",2100,331.838487647763,"Baseline constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Baseline constrained supply"
"358","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2021,0,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"359","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2025,116.6688967375,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"360","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2030,253.3848436705,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"361","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2035,408.720672399,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"362","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2040,577.9729727185,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"363","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2045,757.62619517425,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"364","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2050,942.723839776077,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"365","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2055,1134.32664930127,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"366","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2060,1336.16677224164,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"367","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2065,1546.96475390856,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"368","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2070,1766.04273776807,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"369","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2075,1983.11886085146,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"370","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2080,2191.93906736388,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"371","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2085,2388.56917873324,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"372","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2090,2571.63613100341,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"373","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2095,2737.36782726352,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"374","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","copper",2100,2886.11033331939,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"375","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2021,0,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"376","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2025,0.76512379575,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"377","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2030,2.23490681475,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"378","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2035,4.396054297,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"379","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2040,6.899060867825,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"380","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2045,9.776831758725,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"381","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2050,12.826094986585,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"382","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2055,16.0672815754275,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"383","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2060,19.53486242016,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"384","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2065,23.12493304001,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"385","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2070,26.84490828599,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"386","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2075,30.6123801113025,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"387","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2080,34.3238174798544,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"388","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2085,37.8564955742352,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"389","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2090,41.1530931198093,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"390","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2095,44.1480670303204,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"391","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2100,46.7992788645149,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"392","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2021,0,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"393","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2025,14.963114055,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"394","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2030,31.4482431815,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"395","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2035,49.54796013225,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"396","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2040,69.55812071025,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"397","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2045,91.53951594275,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"398","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2050,114.978570387325,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"399","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2055,139.4140804719,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"400","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2060,164.81648302168,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"401","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2065,191.129120524665,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"402","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2070,218.37957680126,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"403","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2075,245.996569977757,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"404","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2080,273.693132095675,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"405","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2085,300.817085062082,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"406","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2090,326.31130856147,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"407","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2095,349.372754717275,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"408","Mt","01272026_His_constrSupply_EnR_shortLT_noTC","nickel",2100,370.027760751302,"Baseline constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"409","Mt","03072026_His_constrSupply_highDemand","copper",2021,0,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"410","Mt","03072026_His_constrSupply_highDemand","copper",2025,117.8846656515,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
"411","Mt","03072026_His_constrSupply_highDemand","copper",2030,256.9726681275,"Baseline constrained supply","03072026_His_constrSupply_highDemand","Average lead times","Average lead times Baseline constrained supply"
