"","Units","scenario","resource","year","value","supply_factor","demand_factor","lead_times","supply_lead_combined"
"135","Mt","01272026_His_constrSupply_BR_noTC","lithium",2095,43.609900161075,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"136","Mt","01272026_His_constrSupply_BR_noTC","lithium",2100,45.89430289559,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"137","Mt","01272026_His_constrSupply_BR_noTC","nickel",2021,0,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"138","Mt","01272026_His_constrSupply_BR_noTC","nickel",2025,14.9681752795,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"139","Mt","01272026_His_constrSupply_BR_noTC","nickel",2030,31.29211325925,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"140","Mt","01272026_His_constrSupply_BR_noTC","nickel",2035,48.867640782,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"141","Mt","01272026_His_constrSupply_BR_noTC","nickel",2040,67.72100125475,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"142","Mt","01272026_His_constrSupply_BR_noTC","nickel",2045,88.42831559675,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"143","Mt","01272026_His_constrSupply_BR_noTC","nickel",2050,110.7991755345,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"144","Mt","01272026_His_constrSupply_BR_noTC","nickel",2055,134.79126754,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"145","Mt","01272026_His_constrSupply_BR_noTC","nickel",2060,160.21489068075,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"146","Mt","01272026_His_constrSupply_BR_noTC","nickel",2065,186.65656027495,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"147","Mt","01272026_His_constrSupply_BR_noTC","nickel",2070,213.987203943825,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"148","Mt","01272026_His_constrSupply_BR_noTC","nickel",2075,241.763332352875,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"149","Mt","01272026_His_constrSupply_BR_noTC","nickel",2080,269.523788795825,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"150","Mt","01272026_His_constrSupply_BR_noTC","nickel",2085,296.319233026125,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"151","Mt","01272026_His_constrSupply_BR_noTC","nickel",2090,321.331902034,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"152","Mt","01272026_His_constrSupply_BR_noTC","nickel",2095,344.453203905675,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"153","Mt","01272026_His_constrSupply_BR_noTC","nickel",2100,365.5958764663,"Baseline constrained supply","01272026_His_constrSupply_BR_noTC","Average lead times","Average lead times Baseline constrained supply"
"154","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2021,0,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"155","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2025,117.00258831,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"156","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2030,254.64960609,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"157","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2035,411.85223588125,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"158","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2040,586.70135815775,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"159","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2045,776.7565267921,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"160","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2050,977.0779353826,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"161","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2055,1184.05294276033,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"162","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2060,1401.95469389827,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"163","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2065,1628.31108360695,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"164","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2070,1854.23076639677,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"165","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2075,2074.12896850352,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"166","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2080,2283.56653231483,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"167","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2085,2480.55732251727,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"168","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2090,2662.66271005662,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"169","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2095,2825.52954835447,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"170","Mt","01272026_His_constrSupply_BR_shortLT_noTC","copper",2100,2968.8284547293,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"171","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2021,0,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"172","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2025,0.76646289825,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"173","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2030,2.243806697,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"174","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2035,4.4201938915,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"175","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2040,7.01406041911,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"176","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2045,10.09514124866,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"177","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2050,13.4638867680025,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"178","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2055,17.06674364826,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"179","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2060,20.9233261886825,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"180","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2065,24.9095820392375,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"181","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2070,28.90427740727,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"182","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2075,32.795238779175,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"183","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2080,36.4711637184615,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"184","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2085,39.874399522694,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"185","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2090,42.9401688243908,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"186","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2095,45.6225312529583,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"187","Mt","01272026_His_constrSupply_BR_shortLT_noTC","lithium",2100,47.9009772598368,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"188","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2021,0,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"189","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2025,14.981122195,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"190","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2030,31.512005659,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"191","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2035,49.7076334137,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"192","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2040,69.934359898725,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"193","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2045,92.402166892225,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"194","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2050,116.6717155683,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"195","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2055,142.15645843505,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"196","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2060,168.882009942075,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"197","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2065,196.712576947625,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"198","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2070,225.21861757625,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"199","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2075,253.855002341325,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"200","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2080,282.3453487504,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"201","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2085,310.03422385095,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"202","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2090,335.349760304725,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"203","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2095,358.169421801808,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"204","Mt","01272026_His_constrSupply_BR_shortLT_noTC","nickel",2100,378.486481018435,"Baseline constrained supply","01272026_His_constrSupply_BR_shortLT_noTC","Short lead times","Short lead times Baseline constrained supply"
"205","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2021,0,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"206","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2025,116.610985337,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"207","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2030,252.62518478475,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"208","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2035,405.1549625615,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"209","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2040,570.2896834583,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"210","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2045,750.704832676125,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"211","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2050,944.403223309475,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"212","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2055,1149.4820848347,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"213","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2060,1366.99407098617,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"214","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2065,1596.69606234957,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"215","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2070,1840.0940027584,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"216","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2075,2096.13415979892,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"217","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2080,2364.81642819873,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"218","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2085,2645.13292013152,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"219","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2090,2935.91472130737,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"220","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2095,3236.04035327063,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"221","Mt","01272026_His_constrSupply_EnR_SS_noTC","copper",2100,3545.94055048833,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"222","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2021,0,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"223","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2025,0.763423986,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"224","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2030,2.2251612945,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"225","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2035,4.34814779575,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"226","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2040,6.785241306075,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"227","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2045,9.646556400125,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"228","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2050,12.752191579225,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"229","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2055,16.106893819375,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"230","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2060,19.7706705762,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"231","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2065,23.639870802025,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"232","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2070,27.738136514185,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"233","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2075,32.0866835251675,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"234","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2080,36.7274962789125,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"235","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2085,41.687626393105,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"236","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2090,46.93936212939,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"237","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2095,52.410991444215,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"238","Mt","01272026_His_constrSupply_EnR_SS_noTC","lithium",2100,58.0775931297108,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"239","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2021,0,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"240","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2025,14.9501630735,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"241","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2030,31.233282348,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"242","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2035,48.77331294575,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"243","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2040,67.7508294765,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"244","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2045,89.12541717725,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"245","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2050,113.22808464,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"246","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2055,139.60494009125,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"247","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2060,167.81370827325,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"248","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2065,197.750072422,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"249","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2070,229.419834110475,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"250","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2075,262.770615536225,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"251","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2080,297.855557248975,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"252","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2085,334.4427504866,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"253","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2090,372.426273524615,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"254","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2095,411.742134078815,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"255","Mt","01272026_His_constrSupply_EnR_SS_noTC","nickel",2100,452.276296942615,"Steady-state constrained supply","01272026_His_constrSupply_EnR_noTC","Average lead times","Average lead times Steady-state constrained supply"
"256","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2021,0,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"257","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2025,116.6688967375,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"258","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2030,253.450617962,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"259","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2035,410.11690800695,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"260","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2040,586.42116996977,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"261","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2045,776.92715781045,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"262","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2050,973.312808378333,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"263","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2055,1177.02714778445,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"264","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2060,1393.43999238684,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"265","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2065,1622.72832348995,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"266","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2070,1866.68907976565,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"267","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2075,2123.17010620389,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"268","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2080,2392.27315412512,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"269","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2085,2672.97234251772,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"270","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2090,2964.42128347438,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"271","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2095,3266.54033344548,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"272","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","copper",2100,3582.57062278882,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
"273","Mt","01272026_His_constrSupply_EnR_SS_shortLT_noTC","lithium",2021,0,"Steady-state constrained supply","01272026_His_constrSupply_EnR_shortLT_noTC","Short lead times","Short lead times Steady-state constrained supply"
